timestamp,controller_online,upstream_power_available,drive_power_enabled,drive_supply_voltage_v,drive_ready,run_command,infeed_enabled,operating_mode,production_requested,belt_speed_m_s,motor_current_a,infeed_count_total,outfeed_count_total,manual_removed_count_total,cabinet_temperature_c,emergency_stop_active,maintenance_lockout,guard_closed,zone_clear,downstream_ready,unresolved_accumulation,run_resume_permitted,cooling_enabled,cooling_fan_running,cooling_fan_fault,cooling_control_permitted,thermal_pause_active,temperature_recovery_ready
2026-09-03T09:17:00+08:00,1,1,1,24.07,1,1,1,AUTO,1,0.401,1.72,2061,2057,0,57.4,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-03T09:17:01+08:00,1,1,1,23.97,1,1,1,AUTO,1,0.401,1.71,2061,2057,0,57.44,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-03T09:17:02+08:00,1,1,1,23.88,1,1,1,AUTO,1,0.397,1.79,2062,2058,0,57.48,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-03T09:17:03+08:00,1,1,1,23.95,1,1,1,AUTO,1,0.398,1.82,2063,2059,0,57.52,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-03T09:17:04+08:00,1,1,1,24.1,1,1,1,AUTO,1,0.398,1.69,2063,2059,0,57.56,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-03T09:17:05+08:00,1,1,1,23.91,1,1,1,AUTO,1,0.403,1.64,2064,2060,0,57.6,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-03T09:17:06+08:00,1,1,1,24.09,1,1,1,AUTO,1,0.401,1.7,2065,2061,0,57.64,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-03T09:17:07+08:00,1,1,1,24.08,1,1,1,AUTO,1,0.402,1.8,2065,2061,0,57.68,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-03T09:17:08+08:00,1,1,1,24.07,1,1,1,AUTO,1,0.397,1.65,2066,2062,0,57.72,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-03T09:17:09+08:00,1,1,1,24.03,1,1,1,AUTO,1,0.404,1.81,2067,2063,0,57.76,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-03T09:17:10+08:00,1,1,1,24.07,1,1,1,AUTO,1,0.398,1.79,2067,2063,0,57.8,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-03T09:17:11+08:00,1,1,1,23.98,1,1,1,AUTO,1,0.403,1.58,2068,2064,0,57.84,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-03T09:17:12+08:00,1,1,1,23.89,1,1,1,AUTO,1,0.398,1.6,2069,2065,0,57.88,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-03T09:17:13+08:00,1,1,1,24.0,1,1,1,AUTO,1,0.397,1.69,2069,2065,0,57.92,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-03T09:17:14+08:00,1,1,1,24.03,1,1,1,AUTO,1,0.397,1.74,2070,2066,0,57.96,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-03T09:17:15+08:00,1,1,1,23.98,1,1,1,AUTO,1,0.402,1.74,2071,2067,0,58.0,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-03T09:17:16+08:00,1,1,1,23.99,1,1,1,AUTO,1,0.399,1.73,2071,2067,0,58.04,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-03T09:17:17+08:00,1,1,1,23.95,1,1,1,AUTO,1,0.399,1.67,2072,2068,0,58.08,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-03T09:17:18+08:00,1,1,1,23.92,1,1,1,AUTO,1,0.403,1.62,2073,2069,0,58.12,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-03T09:17:19+08:00,1,1,1,24.01,1,1,1,AUTO,1,0.403,1.63,2073,2069,0,58.16,0,0,1,1,1,0,1,0,0,0,1,0,1
