timestamp,controller_online,upstream_power_available,drive_power_enabled,drive_supply_voltage_v,drive_ready,run_command,infeed_enabled,operating_mode,production_requested,belt_speed_m_s,motor_current_a,infeed_count_total,outfeed_count_total,manual_removed_count_total,cabinet_temperature_c,emergency_stop_active,maintenance_lockout,guard_closed,zone_clear,downstream_ready,unresolved_accumulation,run_resume_permitted,cooling_enabled,cooling_fan_running,cooling_fan_fault,cooling_control_permitted,thermal_pause_active,temperature_recovery_ready
2026-09-06T12:08:00+08:00,1,1,1,23.92,1,1,1,AUTO,1,0.399,1.6,2831,2828,0,36.0,0,0,1,1,1,0,0,0,0,0,1,0,1
2026-09-06T12:08:01+08:00,1,1,1,24.02,1,1,1,AUTO,1,0.4,1.65,2831,2828,0,35.99,0,0,1,1,1,0,0,0,0,0,1,0,1
2026-09-06T12:08:02+08:00,1,1,1,24.08,1,1,1,AUTO,1,0.397,1.65,2832,2829,0,35.98,0,0,1,1,1,0,0,0,0,0,1,0,1
2026-09-06T12:08:03+08:00,1,1,1,24.11,1,1,1,AUTO,1,0.402,1.63,2832,2829,0,35.98,0,0,1,1,1,0,0,0,0,0,1,0,1
2026-09-06T12:08:04+08:00,1,1,1,24.06,1,1,1,AUTO,1,0.401,1.71,2833,2830,0,35.97,0,0,1,1,1,0,0,0,0,0,1,0,1
2026-09-06T12:08:05+08:00,1,1,1,24.09,1,1,1,AUTO,1,0.402,1.76,2833,2830,0,35.96,0,0,1,1,1,0,0,0,0,0,1,0,1
2026-09-06T12:08:06+08:00,1,1,1,23.96,1,1,1,AUTO,1,0.399,1.67,2834,2831,0,35.95,0,0,1,1,1,0,0,0,0,0,1,0,1
2026-09-06T12:08:07+08:00,1,1,1,23.92,1,1,1,AUTO,1,0.402,1.69,2834,2831,0,35.94,0,0,1,1,1,0,0,0,0,0,1,0,1
2026-09-06T12:08:08+08:00,1,1,1,24.07,1,1,1,AUTO,1,0.404,1.64,2835,2832,0,35.93,0,0,1,1,1,0,0,0,0,0,1,0,1
2026-09-06T12:08:09+08:00,1,1,1,24.06,1,1,1,AUTO,1,0.401,1.7,2835,2832,0,35.92,0,0,1,1,1,0,0,0,0,0,1,0,1
2026-09-06T12:08:10+08:00,1,1,1,23.97,1,1,1,AUTO,1,0.399,1.59,2836,2833,0,35.92,0,0,1,1,1,0,0,0,0,0,1,0,1
2026-09-06T12:08:11+08:00,1,1,1,24.02,1,1,1,AUTO,1,0.398,1.69,2836,2833,0,35.91,0,0,1,1,1,0,0,0,0,0,1,0,1
2026-09-06T12:08:12+08:00,1,1,1,23.98,1,1,1,AUTO,1,0.397,1.64,2837,2834,0,35.9,0,0,1,1,1,0,0,0,0,0,1,0,1
2026-09-06T12:08:13+08:00,1,1,1,23.96,1,1,1,AUTO,1,0.399,1.7,2837,2834,0,35.89,0,0,1,1,1,0,0,0,0,0,1,0,1
2026-09-06T12:08:14+08:00,1,1,1,23.99,1,1,1,AUTO,1,0.399,1.69,2838,2835,0,35.88,0,0,1,1,1,0,0,0,0,0,1,0,1
2026-09-06T12:08:15+08:00,1,1,1,23.92,1,1,1,AUTO,1,0.399,1.62,2838,2835,0,35.88,0,0,1,1,1,0,0,0,0,0,1,0,1
