timestamp,controller_online,upstream_power_available,drive_power_enabled,drive_supply_voltage_v,drive_ready,run_command,infeed_enabled,operating_mode,production_requested,belt_speed_m_s,motor_current_a,infeed_count_total,outfeed_count_total,manual_removed_count_total,cabinet_temperature_c,emergency_stop_active,maintenance_lockout,guard_closed,zone_clear,downstream_ready,unresolved_accumulation,run_resume_permitted,cooling_enabled,cooling_fan_running,cooling_fan_fault,cooling_control_permitted,thermal_pause_active,temperature_recovery_ready
2026-09-11T11:33:00+08:00,1,1,1,23.95,1,1,1,AUTO,1,0.398,1.73,4117,4113,0,58.2,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:01+08:00,1,1,1,23.97,1,1,1,AUTO,1,0.402,1.65,4117,4113,0,58.24,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:02+08:00,1,1,1,24.04,1,1,1,AUTO,1,0.401,1.75,4118,4114,0,58.28,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:03+08:00,1,1,1,23.96,1,1,1,AUTO,1,0.399,1.72,4119,4115,0,58.32,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:04+08:00,1,1,1,24.08,1,1,1,AUTO,1,0.397,1.76,4119,4115,0,58.36,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:05+08:00,1,1,1,23.95,1,1,1,AUTO,1,0.399,1.66,4120,4116,0,58.4,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:06+08:00,1,1,1,24.01,1,1,1,AUTO,1,0.403,1.79,4121,4117,0,58.44,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:07+08:00,1,1,1,23.93,1,1,1,AUTO,1,0.397,1.62,4121,4117,0,58.48,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:08+08:00,1,1,1,23.94,1,1,1,AUTO,1,0.401,1.62,4122,4118,0,58.52,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:09+08:00,1,1,1,24.08,1,1,1,AUTO,1,0.398,1.71,4123,4119,0,58.56,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:10+08:00,1,1,1,24.11,1,1,1,AUTO,1,0.402,,4123,4119,0,58.6,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:11+08:00,1,1,1,24.05,1,1,1,AUTO,1,0.399,,4124,4120,0,58.64,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:12+08:00,1,1,1,23.89,1,1,1,AUTO,1,0.403,,4125,4121,0,58.68,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:13+08:00,1,1,1,23.97,1,1,1,AUTO,1,0.401,,4125,4121,0,58.72,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:14+08:00,1,1,1,24.08,1,1,1,AUTO,1,0.397,,4126,4122,0,58.76,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:15+08:00,1,1,1,24.1,1,1,1,AUTO,1,0.401,,4127,4123,0,58.8,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:16+08:00,1,1,1,24.02,1,1,1,AUTO,1,0.398,,4127,4123,0,58.84,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:17+08:00,1,1,1,24.1,1,1,1,AUTO,1,0.396,,4128,4124,0,58.88,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:18+08:00,1,1,1,23.89,1,1,1,AUTO,1,0.399,,4129,4125,0,58.92,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:19+08:00,1,1,1,24.06,1,1,1,AUTO,1,0.4,,4129,4125,0,58.96,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:20+08:00,1,1,1,24.01,1,1,1,AUTO,1,0.404,,4130,4126,0,59.0,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:21+08:00,1,1,1,23.91,1,1,1,AUTO,1,0.402,,4131,4127,0,59.04,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:22+08:00,1,1,1,24.11,1,1,1,AUTO,1,0.398,,4131,4127,0,59.08,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:23+08:00,1,1,1,23.98,1,1,1,AUTO,1,0.401,,4132,4128,0,59.12,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:24+08:00,1,1,1,24.07,1,1,1,AUTO,1,0.399,,4133,4129,0,59.16,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:25+08:00,1,1,1,23.99,1,1,1,AUTO,1,0.402,,4133,4129,0,59.2,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:26+08:00,1,1,1,23.93,1,1,1,AUTO,1,0.398,,4134,4130,0,59.24,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:27+08:00,1,1,1,23.94,1,1,1,AUTO,1,0.4,,4135,4131,0,59.28,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:28+08:00,1,1,1,23.95,1,1,1,AUTO,1,0.399,,4135,4131,0,59.32,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:29+08:00,1,1,1,24.06,1,1,1,AUTO,1,0.403,,4136,4132,0,59.36,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:30+08:00,1,1,1,24.03,1,1,1,AUTO,1,0.397,,4137,4133,0,59.4,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:31+08:00,1,1,1,24.09,1,1,1,AUTO,1,0.396,1.81,4137,4133,0,59.44,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:32+08:00,1,1,1,24.04,1,1,1,AUTO,1,0.402,1.78,4138,4134,0,59.48,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:33+08:00,1,1,1,24.01,1,1,1,AUTO,1,0.403,1.66,4139,4135,0,59.52,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:34+08:00,1,1,1,23.9,1,1,1,AUTO,1,0.401,1.68,4139,4135,0,59.56,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:35+08:00,1,1,1,24.04,1,1,1,AUTO,1,0.397,1.77,4140,4136,0,59.6,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:36+08:00,1,1,1,24.03,1,1,1,AUTO,1,0.404,1.68,4141,4137,0,59.64,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:37+08:00,1,1,1,23.9,1,1,1,AUTO,1,0.402,1.74,4141,4137,0,59.68,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-11T11:33:38+08:00,1,1,1,24.0,1,1,1,AUTO,1,0.403,1.68,4142,4138,0,59.72,0,0,1,1,1,0,1,0,0,0,1,0,1
