timestamp,controller_online,upstream_power_available,drive_power_enabled,drive_supply_voltage_v,drive_ready,run_command,infeed_enabled,operating_mode,production_requested,belt_speed_m_s,motor_current_a,infeed_count_total,outfeed_count_total,manual_removed_count_total,cabinet_temperature_c,emergency_stop_active,maintenance_lockout,guard_closed,zone_clear,downstream_ready,unresolved_accumulation,run_resume_permitted,cooling_enabled,cooling_fan_running,cooling_fan_fault,cooling_control_permitted,thermal_pause_active,temperature_recovery_ready
2026-09-04T10:34:00+08:00,1,1,1,24.03,1,1,1,AUTO,1,0.402,1.71,2317,2314,0,34.0,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:01+08:00,1,1,1,23.89,1,1,1,AUTO,1,0.397,1.6,2317,2314,0,34.01,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:02+08:00,1,1,1,24.04,1,1,1,AUTO,1,0.398,1.72,2318,2315,0,34.02,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:03+08:00,1,1,1,23.89,1,1,1,AUTO,1,0.397,1.78,2318,2315,0,34.02,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:04+08:00,1,1,1,24.05,1,1,1,AUTO,1,0.398,1.68,2319,2316,0,34.03,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:05+08:00,1,1,1,23.97,1,1,1,AUTO,1,0.397,1.63,2319,2316,0,34.04,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:06+08:00,1,1,1,23.93,1,1,1,AUTO,1,0.4,1.62,2320,2317,0,34.05,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:07+08:00,1,1,1,23.89,1,1,1,AUTO,1,0.399,1.8,2320,2317,0,34.06,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:08+08:00,1,1,1,24.06,1,1,1,AUTO,1,0.402,1.81,2321,2318,0,34.07,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:09+08:00,1,1,1,23.92,1,1,1,AUTO,1,0.397,1.6,2321,2318,0,34.08,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:10+08:00,1,1,1,24.0,1,1,1,AUTO,1,0.401,1.65,2322,2319,0,34.08,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:11+08:00,1,1,1,23.94,1,1,1,AUTO,1,0.397,1.59,2322,2319,0,34.09,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:12+08:00,1,1,1,23.92,1,1,1,AUTO,1,0.398,1.71,2323,2320,0,34.1,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:13+08:00,1,1,1,23.99,1,1,1,AUTO,1,0.398,1.71,2323,2320,0,34.11,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:14+08:00,1,1,1,24.0,1,1,1,AUTO,1,0.4,1.73,2324,2321,0,34.12,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:15+08:00,1,1,1,24.06,1,1,1,AUTO,1,0.401,1.63,2324,2321,0,34.12,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:16+08:00,1,1,1,24.11,1,1,1,AUTO,1,0.396,1.8,2325,2322,0,34.13,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:17+08:00,1,1,1,24.05,1,1,1,AUTO,1,0.4,1.62,2325,2322,0,34.14,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:18+08:00,1,1,1,24.03,1,1,1,AUTO,1,0.396,1.69,2326,2323,0,34.15,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:19+08:00,1,1,1,23.92,1,1,1,AUTO,1,0.396,1.66,2326,2323,0,34.16,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:20+08:00,1,1,1,23.92,1,1,1,AUTO,1,0.399,1.64,2327,2324,0,34.17,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:21+08:00,1,1,1,23.94,1,1,1,AUTO,1,0.4,1.64,2327,2324,0,34.17,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:22+08:00,1,1,1,24.04,1,1,1,AUTO,1,0.397,1.59,2328,2325,0,34.18,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:23+08:00,1,1,1,24.02,1,1,1,AUTO,1,0.4,1.77,2328,2325,0,34.19,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:24+08:00,1,1,1,23.98,1,1,1,AUTO,1,0.401,1.64,2329,2326,0,34.2,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:25+08:00,1,1,1,24.11,1,1,1,AUTO,1,0.402,1.8,2329,2326,0,34.21,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:26+08:00,1,1,1,23.96,1,1,1,AUTO,1,0.401,1.72,2330,2327,0,34.22,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:27+08:00,1,1,1,23.99,1,1,1,AUTO,1,0.401,1.7,2330,2327,0,34.23,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:28+08:00,1,1,1,23.96,1,1,1,AUTO,1,0.402,1.8,2331,2328,0,34.23,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:29+08:00,1,1,1,24.03,1,1,1,AUTO,1,0.402,1.62,2331,2328,0,34.24,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:30+08:00,1,1,1,24.11,1,1,1,AUTO,1,0.401,1.75,2332,2329,0,34.25,0,0,1,1,1,0,1,0,0,0,1,0,1
2026-09-04T10:34:31+08:00,1,0,0,0.1,0,0,0,AUTO,1,0.18,0,2332,2329,0,34.26,0,0,1,1,1,0,0,0,0,0,0,0,1
2026-09-04T10:34:32+08:00,1,0,0,0.1,0,0,0,AUTO,1,0.06,0,2332,2329,0,34.27,0,0,1,1,1,0,0,0,0,0,0,0,1
2026-09-04T10:34:33+08:00,1,0,0,0.1,0,0,0,AUTO,1,0,0,2332,2329,0,34.27,0,0,1,1,1,0,0,0,0,0,0,0,1
2026-09-04T10:34:34+08:00,1,0,0,0.1,0,0,0,AUTO,1,0,0,2332,2329,0,34.28,0,0,1,1,1,0,0,0,0,0,0,0,1
2026-09-04T10:34:35+08:00,1,0,0,0.1,0,0,0,AUTO,1,0,0,2332,2329,0,34.29,0,0,1,1,1,0,0,0,0,0,0,0,1
2026-09-04T10:34:36+08:00,1,0,0,0.1,0,0,0,AUTO,1,0,0,2332,2329,0,34.3,0,0,1,1,1,0,0,0,0,0,0,0,1
2026-09-04T10:34:37+08:00,1,0,0,0.1,0,0,0,AUTO,1,0,0,2332,2329,0,34.31,0,0,1,1,1,0,0,0,0,0,0,0,1
2026-09-04T10:34:38+08:00,1,0,0,0.1,0,0,0,AUTO,1,0,0,2332,2329,0,34.32,0,0,1,1,1,0,0,0,0,0,0,0,1
2026-09-04T10:34:39+08:00,1,0,0,0.1,0,0,0,AUTO,1,0,0,2332,2329,0,34.33,0,0,1,1,1,0,0,0,0,0,0,0,1
